Country Name,Time,"Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Official exchange rate (LCU per US$, period average) [PA.NUS.FCRF]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net outflows (% of GDP) [BM.KLT.DINV.WD.GD.ZS]",Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS]
Thailand,1981,8.372422574,21.82044342,0.833826177,0.006696639,30.12128482,23.84738164
Thailand,1982,5.057854644,23.00011604,0.521644683,0.005822458,24.63042218,22.91790665
Thailand,1983,3.649155653,23.00011604,0.873083166,0.003583105,27.27328968,20.11120637
Thailand,1984,1.447866579,23.63936927,0.959430184,0.00139384,26.16788234,21.90138308
Thailand,1985,2.177202768,27.15888702,0.419531295,0.002210754,25.94159905,23.2136294
Thailand,1986,1.653155306,26.29888269,0.609103953,0.002467795,23.56905798,25.6017967
Thailand,1987,4.723213513,25.72279645,0.696407218,0.336282289,28.3339735,28.89401099
Thailand,1988,5.918396549,25.29387761,1.792475013,0.039141204,34.40150204,33.01196847
Thailand,1989,6.116743087,25.70204634,2.457343892,0.068740439,37.48540547,34.92152805
Thailand,1990,5.773182162,25.58546242,2.863204109,0.164251095,41.65043612,34.13192824
Thailand,1991,5.746523781,25.51679541,2.050177447,0.170101404,42.50682546,35.96430952
Thailand,1992,4.490454131,25.40012815,1.895890351,0.131494481,40.98217002,36.97247567
Thailand,1993,6.490654767,25.31961108,1.399682909,0.180840599,40.92882756,36.81728956
Thailand,1994,4.672763546,25.14995189,0.93155551,0.336117757,43.00683908,38.24211391
Thailand,1995,5.740236146,24.9151757,1.221614877,0.523137515,48.22382987,41.53234507
Thailand,1996,4.098140924,25.34268286,1.276168189,0.508756384,45.2557278,39.0184202
Thailand,1997,4.421168366,31.36433445,2.593383427,0.38605858,46.81473194,48.23705871
Thailand,1998,8.063710457,41.3593875,6.434806711,0.11446008,42.30317089,57.93730284
Thailand,1999,-2.576952978,37.81365583,4.81780662,0.272953215,44.26774584,56.43854286
Thailand,2000,1.331049959,40.11180333,2.663128687,-0.018178926,56.45770461,64.84025074
Thailand,2001,1.917532245,44.4319,4.212235095,0.355540931,57.01727652,63.25068976
Thailand,2002,1.690458056,42.96008333,2.488153019,0.12712893,54.32399042,60.6457526
Thailand,2003,2.149549016,41.48461667,3.435939848,0.409043031,55.17026807,61.52255163
Thailand,2004,3.569259426,40.22241492,3.389474953,0.044339658,61.44001638,65.97185734
Thailand,2005,5.091556183,40.22013021,4.339587081,0.291274103,69.45114993,68.4027169
Thailand,2006,5.104213273,37.88198322,4.021256707,0.469321276,65.41160416,68.67534203
Thailand,2007,2.473337742,34.51818059,3.283569394,0.588346984,61.00095182,68.87227517
Thailand,2008,5.133780352,33.31330064,2.938249054,0.802963067,69.02059343,71.41641811
Thailand,2009,0.194772131,34.28577412,2.275902241,2.128524216,54.83080636,64.43861249
Thailand,2010,4.080989227,31.685705,4.323209282,2.383821571,60.76434948,66.48617316
Thailand,2011,3.74309812,30.49173333,0.667087645,1.935114944,68.82049784,70.85490938
Thailand,2012,1.909144442,31.08309167,3.244564443,3.587038581,68.72370288,68.95123563
Thailand,2013,1.778745892,30.72596667,3.791264509,2.883779237,65.2911331,67.17114107
Thailand,2014,1.441465365,32.47983333,1.22145318,1.40957646,62.51136028,68.39413516
Thailand,2015,0.722113573,34.24771667,2.22468549,1.243732276,57.20297188,67.63669027
Thailand,2016,2.63616762,35.29638333,0.843364341,3.239895788,53.50434332,67.07088397
Thailand,2017,1.89994499,33.93981106,1.815502601,3.107661534,54.21859497,66.67283247
Thailand,2018,1.428586164,32.31022574,2.712798351,3.379806519,56.00376783,64.8380969
Thailand,2019,1.014423406,31.04760578,1.017348776,1.868378625,50.17062409,59.51889062
Thailand,2020,-1.298775057,31.29367321,-0.857989527,3.717788023,46.30631664,51.49442661
Thailand,2021,1.771072263,31.97709344,3.039881536,3.833984555,58.59226588,58.55223774
Thailand,2022,4.766995787,35.06135021,2.391795941,1.574820679,67.49347955,65.36290249
Thailand,2023,1.220238118,34.80218858,1.265328501,2.655587901,63.688566,65.44769629
Indonesia,1974,47.31049663,415,0.705825551,,21.42043332,28.99794546
Indonesia,1975,12.46805837,415,4.241288511,,21.97350208,22.54775559
Indonesia,1976,14.4567946,415,2.005921431,,20.83249821,22.17409014
Indonesia,1977,13.01236266,415,0.513000573,,20.07921855,23.49098139
Indonesia,1978,12.06489856,442.0454167,0.811785371,,20.84762156,21.86714148
Indonesia,1979,31.18718861,623.0555,0.439687122,,23.58971317,30.06582275
Indonesia,1980,29.14549977,626.994,0.248336362,0.008277879,22.1798762,30.47417027
Indonesia,1981,10.15071465,631.7566667,0.155522389,-0.001169341,25.5468562,27.63044404
Indonesia,1982,7.9505039,661.42075,0.249560637,-0.003327475,26.29719315,22.37903429
Indonesia,1983,18.61270035,909.2648333,0.360261288,0.002467543,28.8138284,27.74540826
Indonesia,1984,10.42182968,1025.944833,0.261626776,0.021212982,22.79564137,27.31497861
Indonesia,1985,6.191363691,1110.58,0.363468003,0.038691755,20.94070151,23.7776708
Indonesia,1986,2.253771484,1282.56,0.322685251,-0.013757898,20.51393571,20.49560246
Indonesia,1987,16.00381571,1643.848333,0.507048517,-0.006585046,22.39744778,24.5768001
Indonesia,1988,7.629109333,1685.704167,0.683272607,0.030842166,22.21290203,25.0416594
Indonesia,1989,9.485029636,1770.059167,0.722064256,0.033879848,22.99432903,26.08755466
Indonesia,1990,9.093949698,1842.813333,1.029764943,-0.0103636,25.58610246,27.30575898
Indonesia,1991,8.767038886,1950.3175,1.27077228,0.011147125,26.48830381,28.35126107
Indonesia,1992,7.288856258,2029.920833,1.387988834,0.557695007,27.1199706,30.30746351
Indonesia,1993,19.15257826,2087.103867,1.268300646,0.225306901,23.76857247,26.75481342
Indonesia,1994,7.776572803,2160.753675,1.19225193,0.344277584,25.3656732,26.51142785
Indonesia,1995,9.882045131,2248.607975,2.15007984,0.298319867,27.64642505,26.31216501
Indonesia,1996,8.676509755,2342.296292,2.724197886,0.263887428,26.44019168,25.82455198
Indonesia,1997,12.5713763,2909.38,2.167796852,0.08250328,28.13461553,27.85924328
Indonesia,1998,75.27116877,10013.6225,-0.252290448,0.046099583,43.21805779,52.96813457
Indonesia,1999,14.16119599,7855.15,-1.332573541,0.051428075,27.42978378,35.51412908
Indonesia,2000,20.44745685,8421.775,-2.757439934,,30.45956744,40.97730847
Indonesia,2001,14.29571544,10260.85,-1.855686193,,30.76106843,39.0321391
Indonesia,2002,5.896051693,9311.191667,0.074151638,,26.39184088,32.68762089
Indonesia,2003,5.487429138,8577.133333,-0.25425632,,23.13883897,30.47765478
Indonesia,2004,8.550727032,8938.85,0.73824398,1.326912265,27.54460022,32.21669462
Indonesia,2005,14.33178708,9704.741667,2.916114833,1.072170848,29.92066824,34.06726763
Indonesia,2006,14.08742442,9159.316667,1.347942641,0.747661386,25.6224105,31.03471631
Indonesia,2007,11.25857853,9141,1.603010572,1.081667967,25.39353149,29.43571849
Indonesia,2008,18.14975125,9698.9625,1.826329024,1.156291483,28.75311546,29.80828417
Indonesia,2009,8.274752432,10389.9375,0.90391942,0.416828151,21.3530017,24.15911967
Indonesia,2010,15.26429366,9090.433333,2.025179146,0.554325078,22.40224294,24.29903094
Indonesia,2011,7.465943034,8770.433333,2.302984294,1.01196597,23.8526601,26.32735309
Indonesia,2012,3.753878753,9386.629167,2.309780318,0.815426294,24.98851951,24.59437879
Indonesia,2013,4.965990291,10461.24,2.551356334,1.217686934,24.7137963,23.92357638
Indonesia,2014,5.443174549,11865.2113,2.819972604,1.16607114,24.41419099,23.6659846
Indonesia,2015,3.98024266,13389.41294,2.297616394,1.054144745,20.77746098,21.16017926
Indonesia,2016,2.438924087,13308.3268,0.487372471,-1.244176833,18.33234795,19.08899385
Indonesia,2017,4.292678122,13380.83388,2.019489198,0.197738766,19.17819264,20.17730444
Indonesia,2018,3.818323569,14236.93877,1.814289794,0.613968177,22.07156246,21.0027465
Indonesia,2019,1.5984885,14147.67136,2.233362043,0.398756295,19.03624974,18.5915278
Indonesia,2020,-0.401651435,14582.20347,1.81058402,0.475197656,15.64100712,17.33116828
Indonesia,2021,6.003973221,14308.1439,1.787855631,0.330947672,18.78820264,21.41655564
Indonesia,2022,9.566686845,14849.85394,1.872676381,0.502990001,20.96215448,24.5037442
Indonesia,2023,1.533073673,15236.88466,1.610733602,0.517913084,19.56908499,21.74658177
Turkiye,1974,28.99234735,1.39E-05,0.180718031,0,11.27470754,5.728116176
Turkiye,1975,21.30924007,1.44E-05,0.247595408,0,11.23177164,4.421346572
Turkiye,1976,15.61265749,1.61E-05,0.019436346,0,10.66569485,4.859086492
Turkiye,1977,24.08902325,1.80E-05,0.046009656,0,10.70718546,3.815204014
Turkiye,1978,47.54114671,2.43E-05,0.051583539,0,7.288703458,4.146911941
Turkiye,1979,76.72086672,3.11E-05,0.083690292,0,5.881717721,3.218026709
Turkiye,1980,93.00322479,7.60E-05,0.026153787,0,11.9278859,5.16193171
Turkiye,1981,44.0570705,0.000111219,0.133464118,0,12.90469561,8.236932034
Turkiye,1982,28.2268344,0.000162553,0.085444425,0,15.01686967,11.86405139
Turkiye,1983,26.25824542,0.000225457,0.074429375,0,16.55783918,12.47321262
Turkiye,1984,48.23683261,0.000366678,0.188529397,1.67E-05,19.67350242,15.60660269
Turkiye,1985,53.05447687,0.000521983,0.147249647,1.49E-05,18.96624923,15.86072288
Turkiye,1986,36.00688555,0.000674512,0.165184331,1.32E-05,16.10202176,13.31243772
Turkiye,1987,33.61222903,0.000857214,0.131895736,0.010322275,17.7574446,15.58084042
Turkiye,1988,69.01813111,0.001422346,0.389545326,1.10E-05,17.55286343,18.65397042
Turkiye,1989,75.40483061,0.002121679,0.618890491,9.33E-06,17.78075249,16.20291575
Turkiye,1990,58.24439811,0.002608642,0.474592696,0.00995649,17.57789265,13.36510285
Turkiye,1991,59.16410689,0.004171816,0.536300486,0.017876683,16.63488156,13.84113011
Turkiye,1992,65.19943828,0.006872423,0.530468058,0.040853583,17.34512991,14.39223573
Turkiye,1993,68.37942836,0.010984628,0.37579866,0.031039417,19.34328493,13.67380285
Turkiye,1994,104.7491372,0.029608676,0.465363886,0.037504655,20.38372113,21.36213121
Turkiye,1995,86.00754244,0.045845061,0.522680251,0.066737704,24.35102725,19.8916075
Turkiye,1996,77.22351222,0.081404892,0.397874164,0.060617947,27.82665675,21.54265814
Turkiye,1997,81.45486258,0.151865,0.423955542,0.132189865,30.38860589,24.58171768
Turkiye,1998,143.6396616,0.26072425,0.340651308,0.132998968,19.72918072,20.66622987
Turkiye,1999,54.2799583,0.418782917,0.30538706,0.251564053,18.85400951,18.8109125
Turkiye,2000,49.36077624,0.6252185,0.358009205,0.317177198,22.47323813,19.8811989
Turkiye,2001,52.97976068,1.225588083,1.661436481,0.246340672,22.68953326,27.18194188
Turkiye,2002,37.57482083,1.507226417,0.450365944,0.059521562,22.87727503,25.10511902
Turkiye,2003,23.28928099,1.500885209,0.541012065,0.152576845,23.21891973,23.0061779
Turkiye,2004,12.42751108,1.42553725,0.681153209,0.190771814,25.20108494,23.62475321
Turkiye,2005,7.085416129,1.343583108,1.98117883,0.210145975,24.26608949,21.87626756
Turkiye,2006,9.376206364,1.428453413,3.623382498,0.165866011,26.36803713,22.39483394
Turkiye,2007,6.199758203,1.302930905,3.235919042,0.309105343,25.96129105,21.88952569
Turkiye,2008,12.04615359,1.301521703,2.576549074,0.330845982,26.98196297,23.56629093
Turkiye,2009,5.446449103,1.549959776,1.32221487,0.239184589,23.4168678,23.37019915
Turkiye,2010,7.009283603,1.50284863,1.171091807,0.190741626,25.50033191,21.19413332
Turkiye,2011,8.200847093,1.674954552,1.929218383,0.28255145,30.31047438,22.99370125
Turkiye,2012,7.422673287,1.796000944,1.560832223,0.466296355,28.46992714,24.36087552
Turkiye,2013,6.280109697,1.903768242,1.416058933,0.379620311,28.73428929,23.79300951
Turkiye,2014,7.389518638,2.188542418,1.420439706,0.75085101,28.56075947,25.2055417
Turkiye,2015,7.84491693,2.720008528,2.228704409,0.589600668,26.55726626,24.53127734
Turkiye,2016,8.130478078,3.020134748,1.590809741,0.360821176,25.2446771,23.08350913
Turkiye,2017,10.98242167,3.648132635,1.302694983,0.314672434,29.72274641,26.03942234
Turkiye,2018,16.51227651,4.828370147,1.59826005,0.462789356,31.38152231,31.23269623
Turkiye,2019,13.8677569,5.673819308,1.249267555,0.395660525,30.11907684,33.07421606
Turkiye,2020,14.78934159,7.008605416,1.065471317,0.450482661,32.22296559,29.12079018
Turkiye,2021,28.97300048,8.850407549,1.572819486,0.786836642,35.33874785,35.74369611
Turkiye,2022,96.03619867,16.54886042,1.506528748,0.544030395,42.58592751,38.58420218
Turkiye,2023,68.23393416,23.73856612,0.979295414,0.533242494,34.36076902,31.91583569
Mexico,1974,23.13284835,0.012499969,0.706605555,,10.57244444,8.408666667
Mexico,1975,15.58259721,0.0125,0.520921591,,9.620090909,6.894454545
Mexico,1976,19.36354569,0.01542585,0.823002416,,9.867242888,8.489832239
Mexico,1977,30.44223576,0.022572867,0.399333339,,10.22219578,10.3190914
Mexico,1978,16.00237853,0.022767283,0.641180874,,11.03976893,10.47097133
Mexico,1979,19.67329801,0.022805383,0.990099739,0.001932627,12.45095502,11.18916232
Mexico,1980,41.40513716,0.022951008,1.016650421,0.001604265,12.29199955,10.1426201
Mexico,1981,25.07554762,0.0245146,1.166802633,0.011711241,12.25570652,9.861568427
Mexico,1982,61.08111847,0.0564017,1.029779581,0.051768498,9.707147739,14.42686588
Mexico,1983,88.85988117,0.120093583,1.403625602,-0.023791838,8.981067286,18.11503475
Mexico,1984,59.26463123,0.167827583,0.836993806,0.033398333,9.105274449,16.5671429
Mexico,1985,59.14951623,0.256871583,1.016179642,0.113694943,9.764977499,14.56631489
Mexico,1986,70.85101727,0.611772583,1.783643525,0.238951156,12.92404266,16.68217993
Mexico,1987,142.0253387,1.3781825,1.785247614,-0.022193581,12.72575384,18.536567
Mexico,1988,100.5759863,2.273105,1.585255086,0.021073712,18.6942808,20.09605615
Mexico,1989,27.39440044,2.4614725,1.433584274,0.052817191,19.19745077,19.1321993
Mexico,1990,28.10591239,2.812599167,1.00821548,0.085449079,19.81522536,18.70447105
Mexico,1991,23.71325751,3.01843,1.520727224,0.056495495,19.35314512,16.43339003
Mexico,1992,14.81388558,3.094898333,1.209666873,0.178159451,20.29675146,15.25674444
Mexico,1993,42.86762332,3.115616667,0.827862094,-0.020748423,14.56713888,11.59598468
Mexico,1994,8.360627221,3.375116667,1.981961404,0.191106417,16.40387642,12.75459571
Mexico,1995,38.8092294,6.419425,2.505879998,,20.79990481,22.86592692
Mexico,1996,26.696774,7.599448417,2.125519178,,23.04469158,24.72313195
Mexico,1997,17.73369115,7.91846,2.451009936,,23.23630342,23.25557215
Mexico,1998,15.71605544,9.13604175,2.288368551,,24.81013474,23.2217494
Mexico,1999,15.31908134,9.5603975,2.208484336,,24.59539033,23.41685925
Mexico,2000,10.69796453,9.455558333,2.477192125,,25.67923572,24.23117347
Mexico,2001,6.473009179,9.342341667,3.776078056,0.553216039,23.1988988,21.5412102
Mexico,2002,5.502324113,9.655958333,2.4868575,-0.374567597,23.35806733,21.85176192
Mexico,2003,4.279667222,10.78901917,2.371880321,0.15171109,25.04482337,23.65559351
Mexico,2004,8.117443172,11.28596667,3.068210352,0.556350972,26.93726403,25.10335601
Mexico,2005,5.884982745,10.89789167,2.742201342,0.635899688,27.07557082,25.48707383
Mexico,2006,6.107154348,10.89924167,2.168822832,0.654315001,27.92736792,26.55474817
Mexico,2007,6.127792155,10.92819167,2.813941702,0.755839161,28.47746307,26.78106133
Mexico,2008,6.31038162,11.12971667,2.561520325,0.059234839,29.34522065,27.02006123
Mexico,2009,5.24348244,13.513475,2.083037849,1.236233429,28.07847241,26.51326972
Mexico,2010,4.3729644,12.63600833,2.761405729,1.618872862,30.25592441,29.01746012
Mexico,2011,5.669633674,12.423325,1.944223013,0.941634038,31.71942105,30.44296623
Mexico,2012,4.542214938,13.16945833,1.452588845,1.495868924,32.7184815,31.53945039
Mexico,2013,1.703882786,12.77199167,3.83652713,1.358380901,31.93587419,30.75580058
Mexico,2014,4.368368913,13.29245,2.084141708,0.409978312,32.63541684,31.4629922
Mexico,2015,3.225428927,15.84826667,2.987728589,0.904840485,36.25020199,34.16277269
Mexico,2016,6.077587823,18.66405833,3.497422288,0.707554025,38.87462616,36.81567725
Mexico,2017,6.56759493,18.92651667,2.781041624,0.255698767,39.43803742,37.51408862
Mexico,2018,5.20449997,19.24434167,3.013387108,0.974712289,41.16873121,39.04393044
Mexico,2019,4.319010229,19.26363333,2.296310501,0.466556293,38.93232147,38.5296508
Mexico,2020,4.619790118,21.48560833,2.81198504,0.448976804,37.61918362,39.23537209
Mexico,2021,4.48797277,20.27240833,2.689247498,-0.015685017,42.50010443,40.56919319
Mexico,2022,6.497192004,20.12735,2.670898457,1.184398547,45.65495559,42.73213389
Mexico,2023,4.459913676,17.75871667,1.687984866,0.019788799,37.17604483,35.98173081
Brazil,1974,34.605855,2.94E-12,1.100145985,0.049000624,13.29465026,7.673127811
Brazil,1975,33.92943674,3.52E-12,1.007712209,0.086684921,11.01632354,7.218006826
Brazil,1976,41.20362402,4.62E-12,1.015218821,0.119475913,9.402384911,7.013163072
Brazil,1977,45.39805621,6.12E-12,1.039445031,0.082792676,7.90998825,7.245261155
Brazil,1978,38.22761123,7.82E-12,1.001604534,0.06191374,7.884901519,6.692986079
Brazil,1979,54.36596003,1.17E-11,1.092897634,0.088552268,9.326102558,7.240780049
Brazil,1980,92.14194461,2.28E-11,0.804992589,0.154595646,11.19301262,8.962394873
Brazil,1981,100.5288771,4.03E-11,0.97668674,0.080227839,10.01008362,9.622840371
Brazil,1982,101.0343947,7.77E-11,1.072557546,0.138584755,8.590685846,7.900484525
Brazil,1983,131.4840451,2.50E-10,0.848375851,0.098599307,9.656596957,12.24375557
Brazil,1984,201.7402821,8.00E-10,0.846341839,0.022300099,8.79466213,15.03541254
Brazil,1985,248.5436591,2.68E-09,0.683327514,0.038410499,7.501187488,12.9485791
Brazil,1986,149.1793183,5.91E-09,0.134512965,0.055754649,6.643375075,9.21727907
Brazil,1987,206.2087087,1.70E-08,0.412991261,0.048753459,6.433915312,9.828482027
Brazil,1988,627.9514702,1.14E-07,0.910738735,0.056839971,6.099886162,11.66735855
Brazil,1989,1304.424209,1.23E-06,0.273855966,0.126637197,5.461267975,8.929609672
Brazil,1990,2736.970678,2.96E-05,0.212693159,0.143014106,6.958362597,8.197236485
Brazil,1991,416.6780939,0.000175961,0.322011744,0.296028929,7.914441164,8.677636599
Brazil,1992,969.0129628,0.001953024,0.627986229,0.041743869,8.385063127,10.86831166
Brazil,1993,1996.150247,0.038276611,0.350808565,0.133318116,9.096048892,10.50327166
Brazil,1994,2240.168866,0.664683514,0.584731354,0.1973849,9.161683369,9.513076427
Brazil,1995,93.97804306,0.917666667,0.63158602,0.17989608,9.455584961,7.528875038
Brazil,1996,18.45624377,1.0051,1.475965411,0.104065439,8.905381793,6.730209683
Brazil,1997,7.729023412,1.077991667,2.150453059,0.126308446,9.592559686,6.983649575
Brazil,1998,4.924361585,1.160516667,3.340888093,0.330436199,9.408084592,7.030500339
Brazil,1999,8.010500883,1.813932847,4.733770227,0.249758679,11.41726822,9.564898261
Brazil,2000,5.606065141,1.829423122,5.033916805,0.380970743,12.45171335,10.188048
Brazil,2001,8.225094321,2.349631709,4.147593774,-0.265917235,14.56457435,12.37171067
Brazil,2002,9.798112238,2.920363018,3.253580613,0.486176339,13.38776713,14.23059027
Brazil,2003,14.09102152,3.077475118,1.813400524,0.040984445,12.95960101,15.18078371
Brazil,2004,7.752060763,2.92511945,2.713531663,1.467598865,13.13249097,16.54576151
Brazil,2005,7.431224753,2.434390036,1.733893546,0.326410993,11.84296594,15.24382927
Brazil,2006,6.774274119,2.175326667,1.753125703,2.600007093,11.66738359,14.3743163
Brazil,2007,6.439038087,1.947058333,3.190826013,1.221177746,11.96493627,13.3276751
Brazil,2008,8.778552724,1.833766667,2.990609469,1.539949533,13.7235689,13.53400051
Brazil,2009,7.313482746,1.999428173,1.888482241,-0.273058418,11.25460447,10.85137113
Brazil,2010,8.423338337,1.759226711,3.730012883,1.211633161,11.90659334,10.86558477
Brazil,2011,8.318592219,1.672828755,3.915180114,0.614149754,12.3518925,11.58251268
Brazil,2012,7.943126941,1.953068611,3.754962856,0.084505969,13.23673454,11.87753907
Brazil,2013,7.504564533,2.156089151,3.041509016,0.63261809,14.04372668,11.74223065
Brazil,2014,7.846709744,2.352951963,3.57135267,0.839026343,13.67346299,11.01194282
Brazil,2015,7.566175012,3.326904383,3.592149318,0.173896122,14.05343452,12.90019142
Brazil,2016,8.103604359,3.491313422,4.137378039,0.818262251,12.06700304,12.46667904
Brazil,2017,3.671384513,3.191389446,3.338259817,1.034182606,11.8007665,12.51896787
Brazil,2018,4.493534331,3.653825361,4.078588214,0.105614994,14.24120388,14.6349995
Brazil,2019,4.224258869,3.944471097,3.692673213,1.218157699,14.76733868,14.12291919
Brazil,2020,6.472499608,5.155178788,2.592637953,-0.234891709,15.84852654,16.45355201
Brazil,2021,13.04727088,5.39440079,2.779790849,0.972038153,18.54690039,19.10943037
Brazil,2022,8.570281953,5.163970291,3.822196153,1.70880594,19.18530097,19.630765
Brazil,2023,4.658994759,4.994379763,2.954793452,1.156953403,15.74366717,18.11027942
Costa Rica,1974,23.21302672,7.929999999,2.778803857,,48.12079608,33.14315574
Costa Rica,1975,24.54088981,8.569999999,3.519980417,,38.54777881,30.06200701
Costa Rica,1976,16.6017817,8.569999999,2.567899968,-0.041449825,34.91071601,28.90895548
Costa Rica,1977,16.93877814,8.569999999,2.034222448,0,36.33477341,30.86891026
Costa Rica,1978,7.908481531,8.569999999,1.379424344,0.045413147,36.03145066,28.18118938
Costa Rica,1979,9.14996822,8.569999999,1.07792818,0.027257954,37.19335821,26.92283179
Costa Rica,1980,18.82958041,8.569999999,1.088700755,0.093139798,36.81902092,26.47788286
Costa Rica,1981,41.10214861,21.76333333,2.652638078,0.129582895,48.17618039,43.26835646
Costa Rica,1982,84.1718894,37.40666667,1.108713989,0.092073134,42.16487168,45.0838985
Costa Rica,1983,28.93150769,41.09416667,1.928960466,0.171604391,36.7828696,36.03724268
Costa Rica,1984,16.69450631,44.53268333,1.52712302,0.106543467,33.97153197,34.38199531
Costa Rica,1985,20.54521466,50.45335,1.783525448,0.119922312,32.47613427,30.72320202
Costa Rica,1986,18.04992352,55.98589167,1.380407844,0.081466692,30.49522,31.34099253
Costa Rica,1987,10.14438327,62.7762,1.771472523,0.099273055,35.76648647,31.63231452
Costa Rica,1988,18.83927343,75.80473333,2.648099689,0.019503189,35.81117324,34.0243173
Costa Rica,1989,15.24831945,81.50420833,1.929146885,0.114263389,38.73180458,34.85115542
Costa Rica,1990,18.5479003,91.57929167,2.845043463,0.036766716,41.09489586,34.19026834
Costa Rica,1991,64.77468666,122.4324167,2.472377869,0.077608274,38.03356927,33.40610643
Costa Rica,1992,19.72885314,134.5063333,2.634107925,0.051283517,40.81448325,35.28175224
Costa Rica,1993,10.43557216,142.1716667,2.579244605,0.024046464,43.31511294,36.03722388
Costa Rica,1994,15.67047734,157.0666667,2.837013645,0.044804987,42.11264933,35.88465867
Costa Rica,1995,21.23624379,179.7291667,2.909679642,0.047501449,41.64516005,38.1292145
Costa Rica,1996,15.07506688,207.6891667,3.655886971,0.048722325,44.04517099,40.01199302
Costa Rica,1997,14.67989292,232.5975,3.245762233,0.045027182,46.00412978,41.60906831
Costa Rica,1998,11.93819493,257.2291667,4.490562018,0.045599849,48.07518019,43.96284105
