Country Name,Time,"Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Official exchange rate (LCU per US$, period average) [PA.NUS.FCRF]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net outflows (% of GDP) [BM.KLT.DINV.WD.GD.ZS]",Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS]
Morocco,2016,0.969883868,9.807476032,1.930005403,0.51904225,40.38806524,30.73459514
Morocco,2017,-0.060891014,9.691997889,2.260921961,0.853851473,41.56689689,32.60646099
Morocco,2018,0.939181638,9.386102421,2.783379368,0.613210592,43.42645015,33.82843737
Morocco,2019,0.816805456,9.6170761,1.334797896,0.692783108,41.90505841,34.09305747
Morocco,2020,0.142417962,9.496847322,1.169073346,0.378478052,38.04969644,30.79410695
Morocco,2021,2.415203557,8.988484024,1.594223214,0.452579869,42.38733224,33.13608494
Morocco,2022,2.661861206,10.16066024,1.7520598,0.488314821,56.32058129,44.81180076
Morocco,2023,6.360948882,10.1314261,0.758899868,0.578836049,51.03932189,42.75208117
Kenya,1974,16.04927221,7.142859999,0.788563124,,40.89752051,33.67588385
Kenya,1975,11.83510863,7.343193332,0.526447707,0.041781564,34.51158185,29.82368597
Kenya,1976,18.90617186,8.367144999,1.334617502,0.12383049,31.75563773,32.45047124
Kenya,1977,16.89982062,8.276560832,1.258132183,0.059142966,31.5930964,34.95886876
Kenya,1978,3.080995548,7.729383332,0.64886592,0.04390822,38.68802232,28.93551834
Kenya,1979,5.638644064,7.475309166,1.347523788,0.094412495,31.61102051,25.75315424
Kenya,1980,9.550720036,7.420187499,1.086996733,0.014839546,35.89983172,29.51696422
Kenya,1981,10.85307727,9.047498333,0.206398341,0.085461813,33.82030444,30.45988132
Kenya,1982,11.59255375,10.922325,0.202141562,0.149470873,31.55827115,26.657466
Kenya,1983,11.83803749,13.31151667,0.397023839,0.242486079,28.21277299,25.94993241
Kenya,1984,10.19071998,14.413875,0.173683868,0.110933568,32.05400493,26.74989265
Kenya,1985,8.305782696,16.43211667,0.470183996,0.088283493,30.14650159,25.29893296
Kenya,1986,8.711723591,16.22574167,0.452068029,0.068108178,29.89303032,25.84835527
Kenya,1987,5.401952084,16.45449167,0.494068896,0.385800712,26.39754666,21.30522135
Kenya,1988,6.455624279,17.7471,0.004720678,0.026300921,27.60376853,22.37121356
Kenya,1989,9.769009373,20.57246667,0.750803543,0.01643153,30.1233478,23.03302943
Kenya,1990,10.63719874,22.91476667,0.665873839,-0.005163689,31.32830772,25.69260596
Kenya,1991,12.5319619,27.50786667,0.231012731,0.00245354,28.5560669,27.04163232
Kenya,1992,18.89723408,32.21683333,0.077512968,-0.001157006,26.67049591,26.26037419
Kenya,1993,25.69848361,58.00133333,2.532352574,0.048475199,33.95485119,38.90363017
Kenya,1994,17.01641479,56.050575,0.103976751,0.013491605,34.22584439,37.04028084
Kenya,1995,11.22107084,51.42983333,0.467474589,0.125522207,39.15404042,32.59170122
Kenya,1996,41.98877391,57.11486667,0.902159605,0.02290559,32.11150875,25.20060195
Kenya,1997,11.43521633,58.73184167,0.473451703,0.045389342,31.37072951,22.68638735
Kenya,1998,6.931402669,60.3667,0.188365603,0.086025264,28.72798111,20.16926083
Kenya,1999,4.193939049,70.32621667,0.402864561,0.19046393,27.35953979,20.8327352
Kenya,2000,6.079848489,76.17554167,0.872896453,7.87E-05,31.72147324,21.58757114
Kenya,2001,1.573120297,78.563195,0.040833358,7.70E-05,33.01525966,22.93157636
Kenya,2002,0.933205556,78.74914167,0.210062365,0.056404117,30.27469965,24.89797261
Kenya,2003,6.197313239,75.93556944,0.548412532,0.013924047,30.04545059,24.08681531
Kenya,2004,7.126841555,79.17387606,0.286194264,0.027437158,32.86674477,26.61025858
Kenya,2005,4.899649721,75.55410945,0.113202069,0.051698599,35.96983595,28.50903021
Kenya,2006,23.53013325,72.10083502,0.196219632,0.09276756,32.25154548,22.98493964
Kenya,2007,8.129485596,67.31763812,2.281243174,0.112749657,31.97579751,21.91899129
Kenya,2008,15.15117496,69.17531982,0.266291327,0.121929054,34.90454109,22.67405755
Kenya,2009,27.69681638,77.3520123,0.274534231,0.108597015,27.17024632,18.77494549
Kenya,2010,1.639199648,79.2331517,0.392164287,0.003475066,30.2699277,20.12435965
Kenya,2011,10.06501297,88.81076997,3.094711034,0.183465809,36.8527289,21.54947707
Kenya,2012,9.522972212,84.52960176,2.44725941,0.422671549,31.7587443,19.86494772
Kenya,2013,7.337562234,86.1228789,1.814170373,0.322048259,29.67246196,17.79218055
Kenya,2014,7.635031901,87.92216381,1.202208424,0.110006521,29.6976849,16.47280447
Kenya,2015,9.238654684,98.17845333,0.883799936,0.345109868,25.19865079,15.1287339
Kenya,2016,5.849628946,101.5043695,0.627591266,0.1562582,21.61527477,13.2497448
Kenya,2017,7.581934028,103.4100045,1.640836904,0.133977018,23.25839793,12.73665994
Kenya,2018,4.215028415,101.301574,0.832686218,-0.003489217,21.87277784,12.54197533
Kenya,2019,4.275234239,101.9912984,0.468168547,0.037086551,20.33146615,11.42799569
Kenya,2020,4.948852833,106.4507802,-0.005368454,0.379259518,17.59594664,9.641868882
Kenya,2021,4.330747559,109.6377466,0.382593997,0.732275713,20.05472884,10.76957434
Kenya,2022,6.957054456,117.8659892,0.691645983,0.472858744,21.49916951,12.19196922
Kenya,2023,6.107802092,139.8463838,0.674542879,0.463243719,20.40597384,11.68610544
"Egypt, Arab Rep.",1974,9.424979917,0.391303667,0.001408609,,31.29741777,20.36741034
"Egypt, Arab Rep.",1975,9.663879251,0.391303667,0.068774733,,35.54630083,18.16794181
"Egypt, Arab Rep.",1976,11.53327899,0.391303667,0.458095934,,27.91814575,17.16731796
"Egypt, Arab Rep.",1977,12.33791714,0.391303667,0.727581477,0.049688491,31.36579008,21.58613381
"Egypt, Arab Rep.",1978,9.547621692,0.391303667,2.148072469,0.132852675,33.93621159,19.903171
"Egypt, Arab Rep.",1979,23.49986564,0.7000007,6.749429233,0.028538813,42.97152461,26.49273846
"Egypt, Arab Rep.",1980,12.43086652,0.7000007,2.53017092,0.03230286,42.86839928,30.51463829
"Egypt, Arab Rep.",1981,-2.198235381,0.7000007,3.399750059,0.027105069,43.49814111,30.96143632
"Egypt, Arab Rep.",1982,24.73085897,0.7000007,1.061542574,0.028927681,37.86872105,26.33327396
"Egypt, Arab Rep.",1983,12.71186441,0.7000007,1.582368423,0.061357143,34.21052632,22.93233083
"Egypt, Arab Rep.",1984,8.247452609,0.7000007,2.146356602,0.047098734,31.96202532,20.56962025
"Egypt, Arab Rep.",1985,11.57604176,0.7000007,3.015277403,0.007681769,27.88203753,18.230563
"Egypt, Arab Rep.",1986,12.87517165,0.7000007,2.951091027,0.014544218,22.22222222,13.83219955
"Egypt, Arab Rep.",1987,12.46937254,0.7000007,2.342602497,0.046965049,22.7184466,12.62135922
"Egypt, Arab Rep.",1988,13.41755434,0.7000007,3.401931818,0.034305195,35.22727273,17.37012987
"Egypt, Arab Rep.",1989,19.13740485,0.866666667,3.144613176,0.056937804,32.33766234,17.79220779
"Egypt, Arab Rep.",1990,17.74305136,1.55,1.707814196,0.027920668,32.56784969,20.35490605
"Egypt, Arab Rep.",1991,16.12527118,3.138008333,0.676690667,0.165829333,35.37777778,27.46666667
"Egypt, Arab Rep.",1992,18.35078068,3.321748333,1.096617326,0.009556578,30.91301222,28.39683681
"Egypt, Arab Rep.",1993,8.429105388,3.3525175,1.058425258,0.05367268,30.09020619,25.83762887
"Egypt, Arab Rep.",1994,8.448871564,3.385133333,2.420132571,0.082854857,28.05714286,22.57142857
"Egypt, Arab Rep.",1995,11.3997415,3.392208333,0.994028431,0.154589706,27.69607843,22.54901961
"Egypt, Arab Rep.",1996,7.107667449,3.391483333,0.940414996,0.0073932,26.19877942,20.74978204
"Egypt, Arab Rep.",1997,9.876277428,3.38875,1.135375893,0.164719067,24.89657766,18.8416698
"Egypt, Arab Rep.",1998,2.377681489,3.388,1.268437022,0.053048017,25.71329158,16.21433542
"Egypt, Arab Rep.",1999,0.919435418,3.39525,1.174392815,0.041340215,23.30949285,15.0520156
"Egypt, Arab Rep.",2000,3.944406994,3.47205,1.236997207,0.051082476,22.81681858,16.20111732
"Egypt, Arab Rep.",2001,1.867699842,3.973,0.527384723,0.012825202,22.33063842,17.47978812
"Egypt, Arab Rep.",2002,3.165579068,4.499666667,0.759753233,0.032649776,22.67088942,18.31617841
"Egypt, Arab Rep.",2003,6.777493606,5.850875,0.295683832,0.025782036,24.38323353,21.79640719
"Egypt, Arab Rep.",2004,11.66990834,6.196241667,1.590836184,0.201694622,29.58994436,28.22996085
"Egypt, Arab Rep.",2005,6.212729506,5.778833333,5.999509006,0.102677809,32.60909935,30.34354689
"Egypt, Arab Rep.",2006,7.359977731,5.733166667,9.348567266,0.138141493,31.56872268,29.94981383
"Egypt, Arab Rep.",2007,12.59573982,5.635433333,8.876336063,0.509668099,34.82814178,30.24973147
"Egypt, Arab Rep.",2008,12.20398446,5.4325,5.831412619,1.179352317,38.63763261,33.04299274
"Egypt, Arab Rep.",2009,11.18554227,5.544553309,3.54835118,0.301987334,31.59662253,24.95682211
"Egypt, Arab Rep.",2010,10.10686463,5.621942918,2.916016576,0.536798028,26.58710426,21.34924581
"Egypt, Arab Rep.",2011,11.66297635,5.932827652,-0.204542849,0.265053971,24.68820655,20.56742761
"Egypt, Arab Rep.",2012,19.48287747,6.056058333,1.002340718,0.075631456,24.31480265,16.39696662
"Egypt, Arab Rep.",2013,8.712674575,6.870325,1.453434208,0.10435659,23.35519243,17.01784562
"Egypt, Arab Rep.",2014,11.2476245,7.077608561,1.509250423,0.082691033,22.67605634,14.24413146
"Egypt, Arab Rep.",2015,9.93088973,7.691258333,2.102581284,0.055166496,21.66209747,13.18384549
"Egypt, Arab Rep.",2016,6.245663134,10.02540079,2.438562781,0.062146232,19.90108511,10.34546394
"Egypt, Arab Rep.",2017,29.51847983,17.78253352,2.983015509,0.08012473,27.81804754,15.01408682
"Egypt, Arab Rep.",2018,21.17482082,17.76729042,3.100400776,0.123192309,27.92636406,17.98465561
"Egypt, Arab Rep.",2019,13.61809591,16.77058184,2.82732945,0.127097247,24.4799857,16.64403145
"Egypt, Arab Rep.",2020,6.176934098,15.75917292,1.52462949,0.085066395,19.65347983,12.47277574
"Egypt, Arab Rep.",2021,4.847156432,15.64452728,1.206178611,0.086419685,19.29582327,10.56115022
"Egypt, Arab Rep.",2022,10.42578924,19.16043974,2.39118081,0.071694103,21.89607906,15.08702582
"Egypt, Arab Rep.",2023,24.82506537,30.6264137,2.484984331,0.098585237,21.34033429,19.10210393
Singapore,1974,16.31557304,2.436866666,6.515152318,0.573710638,164.4933522,149.4716087
Singapore,1975,2.889027175,2.371299999,5.179977656,0.673696516,146.4486805,137.1215046
Singapore,1976,1.719853464,2.470841666,3.646084696,0.71002702,156.4192116,149.4807844
Singapore,1977,2.006678546,2.439399999,4.403737524,1.288294522,164.2247389,162.7589707
Singapore,1978,4.041878856,2.274024999,3.989646352,1.509279705,169.1635674,165.4383937
Singapore,1979,5.235400532,2.174558333,8.992566174,1.800491797,190.3330937,184.6773125
Singapore,1980,11.127109,2.141208333,10.38772838,0.820497064,208.9305594,202.0062158
Singapore,1981,5.875489353,2.112691666,11.71034171,-0.103513143,201.5956115,198.1826568
Singapore,1982,4.532955512,2.140024999,9.959122803,1.891303659,187.1846786,185.352489
Singapore,1983,3.17143965,2.113049999,6.375949254,0.276752388,166.2814651,166.8655736
Singapore,1984,0.787919952,2.133083333,6.591966731,0.467633218,156.6594138,156.4641125
Singapore,1985,-1.465483812,2.20015,5.464176773,1.240887734,151.922531,152.2223147
Singapore,1986,-1.252815787,2.177416667,9.201629956,0.976005326,146.0955134,148.7309471
Singapore,1987,0.532427942,2.105983333,13.5578926,0.985120608,161.0351376,164.003337
Singapore,1988,5.430721317,2.012425,14.40513959,0.46417649,175.1530441,184.7141149
Singapore,1989,4.159170478,1.950258333,9.47499553,2.895717246,168.2769926,179.2956931
Singapore,1990,4.697423305,1.812533333,15.42354724,5.626838029,167.1396734,177.1925444
Singapore,1991,4.435345211,1.72755,10.74886004,1.156533391,155.3418009,168.5461939
Singapore,1992,1.38770306,1.628966667,4.228441213,2.526254577,149.5863175,161.7259498
Singapore,1993,3.456186775,1.615790833,7.732701253,3.550745798,151.7656202,161.6505196
Singapore,1994,3.462739628,1.527444167,11.60308486,6.211340582,150.0231886,166.193359
Singapore,1995,3.176278309,1.417375,13.60039465,8.517530871,164.338323,181.1209409
Singapore,1996,1.506222812,1.410040833,11.872466,9.765926509,159.2680509,175.6431124
Singapore,1997,1.084992218,1.484805833,15.68237091,12.40761209,154.567536,169.2968861
Singapore,1998,-1.328848555,1.673601667,6.950624804,4.224014937,145.2916852,166.7875705
Singapore,1999,-3.577829772,1.694956667,21.84920346,9.630674874,159.7398335,176.7450129
Singapore,2000,3.863477518,1.723963333,16.14889045,7.128012223,176.0136302,188.3508903
Singapore,2001,-1.814431731,1.7917225,18.93986069,22.50090133,166.397925,182.8941807
Singapore,2002,-0.896915632,1.790588333,6.653665882,3.063884894,165.6598959,184.0861181
Singapore,2003,-1.799048869,1.742183333,17.46241537,3.815529558,174.6323579,202.5862064
Singapore,2004,3.95952822,1.690228333,21.20272375,11.4215157,187.5720171,213.9516954
Singapore,2005,1.900518651,1.6643975,15.11335885,9.821407992,195.2708452,225.1596677
Singapore,2006,1.844183014,1.588933333,26.3271523,13.49892247,197.3257825,228.0376171
Singapore,2007,5.916824477,1.507101667,26.16198888,22.59415324,181.5090782,212.7793937
Singapore,2008,-1.381555432,1.414860833,7.023286082,4.113468465,208.332944,228.9937709
Singapore,2009,2.953924644,1.454514713,12.07109441,16.50248471,167.3478768,190.844935
Singapore,2010,1.107808713,1.363508333,23.06947168,14.7648093,171.686595,197.9989608
Singapore,2011,1.170798204,1.257775877,17.59603141,11.41917173,175.7709227,203.3277086
Singapore,2012,0.495345771,1.249676204,18.74352442,6.940331677,172.4933529,196.7196129
Singapore,2013,-0.431059392,1.2513,20.93448104,14.7211671,171.9639837,195.0777963
Singapore,2014,-0.267270042,1.26705,21.81848808,16.66673769,168.5137834,191.9535358
Singapore,2015,3.07195501,1.374825,22.65418269,14.68292981,151.0867904,178.3846085
Singapore,2016,0.489627029,1.381546364,20.48652361,12.37922148,138.5073812,164.7152132
Singapore,2017,2.894041914,1.380925,29.76365175,19.32470543,145.1902735,171.8416227
Singapore,2018,3.604100435,1.348841667,21.7592915,6.348248422,148.4928557,178.2305047
Singapore,2019,-0.204414641,1.364158333,28.09499358,17.98241097,146.7703413,176.3000887
Singapore,2020,-2.438590569,1.379741667,23.10030052,11.38608059,150.1354407,181.5550811
Singapore,2021,10.26376671,1.343483333,31.62074002,14.13646094,146.7744416,183.0105372
Singapore,2022,13.47813801,1.378666667,29.8437976,10.47803144,147.224337,185.7570329
Singapore,2023,-3.069029944,1.342766667,34.94851531,12.56357988,136.9401885,174.3001451
New Zealand,1974,3.666189752,0.715402589,1.804822671,0.150419821,32.92779426,20.6231454
New Zealand,1975,14.62590691,0.832307219,1.074251123,0.16817002,30.03161222,23.1032666
New Zealand,1976,21.49187024,1.00488879,2.040745459,0.2632888,29.26095675,26.68289888
New Zealand,1977,16.61410088,1.030311651,0.999040235,0.207356524,27.7504315,26.14587995
New Zealand,1978,12.98153675,0.964424999,1.477238759,0.302150209,25.89960519,26.64410603
New Zealand,1979,14.22531377,0.978502499,1.69087786,0.359843351,30.17974488,28.62872053
New Zealand,1980,14.90441068,1.026679999,1.437268555,0.305890975,29.88873204,28.805115
New Zealand,1981,16.34730241,1.152794999,0.724730746,0.419207,30.94994544,27.92553191
New Zealand,1982,12.08541043,1.332608332,1.136575662,0.357120768,30.70709506,27.73524625
New Zealand,1983,7.725493259,1.496773332,1.000401244,1.660006459,29.58447106,28.40844575
New Zealand,1984,7.798791398,1.763992499,0.536388549,0.141292594,34.38793826,31.8104583
New Zealand,1985,13.63421319,2.0233725,0.913162317,0.69888958,31.43899355,29.30423428
New Zealand,1986,16.94833531,1.913160833,1.272381374,0.283510481,26.13324591,26.63710248
New Zealand,1987,11.47014821,1.694560833,0.587546174,1.387018206,23.88391488,26.12221745
New Zealand,1988,7.90848888,1.526400833,0.345138194,1.360250531,22.21081597,26.19302223
New Zealand,1989,5.639550995,1.672148333,0.987184304,0.307729176,25.62793079,26.35018595
New Zealand,1990,2.423602981,1.676203333,5.194145378,5.194145378,25.84628318,26.76185847
New Zealand,1991,0.890259839,1.733514167,3.435922636,3.435922636,25.47421907,29.16134637
New Zealand,1992,2.001485484,1.861791667,0.938831062,0.938831062,28.04238208,31.19167677
New Zealand,1993,1.479216075,1.850513333,-2.969081555,-2.969081555,26.95122672,30.60242388
New Zealand,1994,1.907314949,1.686521667,3.631709415,3.631709415,28.03642384,30.7781457
New Zealand,1995,1.430613145,1.523876667,2.79042739,2.79042739,27.52088615,29.39336631
New Zealand,1996,1.394070131,1.4548475,-1.765898075,-1.765898075,26.76729211,28.34887884
New Zealand,1997,1.561927534,1.512420833,-2.36957889,-2.36957889,26.92648953,28.32037399
New Zealand,1998,1.050519164,1.868249167,0.713970134,0.713970134,28.2786962,29.61732163
New Zealand,1999,0.586374712,1.889613899,1.827306384,1.827306384,30.4506796,30.95055154
New Zealand,2000,2.8843393,2.201149167,-2.865294556,-7.868827754,32.77146839,35.74545849
New Zealand,2001,3.86091572,2.378750833,0.481362353,-1.127257033,31.80278451,35.43103984
New Zealand,2002,0.298056333,2.162190833,4.275332532,2.111272588,29.80892285,32.8470717
New Zealand,2003,2.068417241,1.722099146,-3.811793238,0.731288112,28.07504394,29.8397254
New Zealand,2004,2.7587219,1.508681271,2.232630391,0.821596517,29.25614167,29.54341061
New Zealand,2005,2.000268451,1.420273457,1.662015177,-0.558622277,29.73357801,28.28516543
New Zealand,2006,2.709834342,1.542055757,2.611329337,-0.35849143,29.99465129,29.60861375
New Zealand,2007,5.316238996,1.360675229,3.160244448,2.908852422,29.15204663,29.27311395
New Zealand,2008,2.737525167,1.42272681,1.946923958,0.630406756,32.33002122,32.07870923
New Zealand,2009,2.640887651,1.600877295,-0.043160566,-1.707603002,26.41181224,28.73391077
New Zealand,2010,3.15959278,1.387833828,0.195407936,0.705214655,27.97798782,30.27362768
New Zealand,2011,2.467734501,1.265810697,0.819042995,-0.071480284,28.84476365,30.39431066
New Zealand,2012,-0.189641681,1.234283655,2.183115887,-0.051456414,28.16307576,28.85872714
New Zealand,2013,4.16102482,1.219407974,-0.036415058,-0.740755481,27.2030997,28.81308608
New Zealand,2014,0.481109439,1.205433333,1.614981171,0.706469473,27.16863275,27.97951372
New Zealand,2015,1.4440385,1.433975,-0.041196551,-0.008828833,26.93571185,27.95256013
New Zealand,2016,2.410432574,1.436525,1.063065279,-0.404783457,25.82244055,26.63981397
New Zealand,2017,3.616932544,1.407408333,1.157027453,-0.038753127,26.60289484,27.58733369
New Zealand,2018,1.753127105,1.445258333,1.187882825,0.304062792,27.91526359,27.88390877
New Zealand,2019,3.08556631,1.517875,1.369883428,-0.732289829,27.11413758,27.35030566
New Zealand,2020,1.955151654,1.542058333,1.94413145,0.339435297,22.25359155,21.72857875
New Zealand,2021,4.578162455,1.4138,1.789875769,-0.421538591,26.21234684,22.33729873
New Zealand,2022,5.587087559,1.577183333,3.3802437,0.345612592,29.69209342,24.39482557
New Zealand,2023,4.758549167,1.628433333,1.424419556,-0.091790153,26.94940473,24.07445739
Japan,1974,20.81005042,292.0825,0.041221479,0.410582256,13.57124812,12.76157959
Japan,1975,7.177440853,296.7875,0.042412527,0.330855241,12.06741402,12.00802483
Japan,1976,8.007886485,296.5525,0.018868432,0.332451748,12.06752195,12.7207365
Japan,1977,6.74910663,268.51,0.002849122,0.223181188,10.83952692,12.28760896
Japan,1978,4.60375829,210.4416667,0.00077249,0.228946839,8.874594285,10.43364737
Japan,1979,2.75163103,219.14,0.022172536,0.268853595,11.79835452,10.8540732
Japan,1980,5.437983896,226.7408333,0.024615336,0.21117833,13.80114255,12.84822195
Japan,1981,2.857662192,220.5358333,0.015178024,0.393022474,13.22323289,13.82359871
Japan,1982,1.759523055,249.0766667,0.03788626,0.39180779,13.09306927,13.62984342
Japan,1983,0.920750584,237.5116667,0.032733741,0.284217005,11.50792744,13.00926538
Japan,1984,1.429605891,237.5225,-0.000743039,0.443222723,11.70374106,14.09975987
Japan,1985,1.260620599,238.5358333,0.042656252,0.45129845,10.49188987,13.61937136
Japan,1986,1.61202686,168.5198333,0.011419726,0.679333748,7.098319759,10.70077176
Japan,1987,-0.16378568,144.6375,0.045623287,0.778864249,7.035788819,9.752995797
Japan,1988,0.609789283,128.1516667,-0.015478027,1.133690619,7.479299962,9.40921479
Japan,1989,2.069040246,137.9644167,-0.034079822,1.487437356,8.606761725,9.934752016
Japan,1990,2.564404139,144.7925,1.593735851,1.593735851,9.285617818,10.05009591
Japan,1991,2.904570987,134.7066667,0.86726223,0.86726223,8.143276541,9.616174714
Japan,1992,1.677269591,126.6513333,0.434703264,0.434703264,7.499783799,9.518285025
Japan,1993,0.528410642,111.1977858,0.306660845,0.306660845,6.809425135,8.913913995
Japan,1994,0.186808629,102.2078058,0.362504994,0.362504994,6.970479106,8.839827126
Japan,1995,-0.523458984,94.05957917,0.408079929,0.408079929,7.573634501,8.816470433
Japan,1996,-0.445775393,108.7790567,-0.000775961,0.536266324,8.938123142,9.315745084
Japan,1997,0.504460814,120.9908625,0.055358119,0.53394472,9.399821984,10.38369564
Japan,1998,-0.026680247,130.9053007,0.061293304,0.483244008,8.629380124,10.3738061
Japan,1999,-1.241051347,113.906805,0.318821542,0.523338252,8.320091715,9.805539002
Japan,2000,-1.33626009,107.7654983,0.215124715,0.906284999,9.098877381,10.4634942
Japan,2001,-1.084879848,121.5289475,0.112602474,0.815148296,9.482804509,10.07679996
Japan,2002,-1.390978615,125.3880192,0.27630407,0.738773361,9.591676459,10.85544561
Japan,2003,-1.607703708,115.9334642,0.194079344,0.762564559,9.860323691,11.46580158
Japan,2004,-1.1247664,108.1925692,0.153847736,0.830017787,10.8780888,12.78626462
Japan,2005,-1.194017681,110.2182117,0.113001254,1.069344224,12.41405886,13.81589572
Japan,2006,-0.862018389,116.2993117,-0.052087901,1.26372738,14.35900205,15.65737405
Japan,2007,-0.705243547,117.7535292,0.472322727,1.593748009,15.52745068,17.28912737
Japan,2008,-0.911530288,103.359494,0.482208589,2.225392099,16.89393316,17.23554338
Japan,2009,-0.569564925,93.57008909,0.231146375,1.392895599,11.97060079,12.41956575
Japan,2010,-1.88074195,87.779875,0.12920449,1.383148483,13.57996924,14.91850345
Japan,2011,-1.62208025,79.80701983,-0.013648274,1.874417447,15.42049847,14.77446226
Japan,2012,-0.75609312,79.79045542,0.008720202,1.875407291,16.0561363,14.41477461
Japan,2013,-0.354375054,97.59565828,0.204293384,2.986853415,18.19461192,15.78415673
Japan,2014,1.686294786,105.944781,0.403354543,2.816512085,20.01277922,17.41865535
Japan,2015,2.111298993,121.0440257,0.118161988,3.113997056,17.99064852,17.43675984
Japan,2016,0.419944376,108.7929,0.818481615,3.569582259,15.25227761,16.05796924
Japan,2017,-0.074349504,112.1661411,0.381319638,3.523747062,16.83177447,17.5914391
Japan,2018,-0.000237506,110.4231793,0.501685482,3.178379096,18.2949862,18.3149456
Japan,2019,0.634803166,109.0096659,0.780785313,5.046593108,17.75289168,17.46352643
Japan,2020,0.941449701,106.7745823,1.237931782,2.969352294,15.79727763,15.5285155
Japan,2021,-0.190060625,109.7543238,0.695725962,4.164997692,18.64600665,18.12547664
Japan,2022,0.333979877,131.4981404,1.127819293,4.108185939,25.30200902,21.54172312
Japan,2023,3.793017835,140.4911001,0.475297449,4.33035119,23.35210391,21.81054458